;age;sex;marital-status;native-country;race;education;hours-per-week;capital-gain;workclass
26487;46;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26488;31;Female;Married-civ-spouse;United-States;White;Bachelors;40;0;Self-emp-not-inc
26490;39;Female;Married-civ-spouse;United-States;Black;Some-college;50;0;Private
26491;35;Male;Married-civ-spouse;United-States;White;HS-grad;40;5013;Private
26492;26;Female;Never-married;United-States;White;Bachelors;40;0;Private
26493;51;Male;Married-civ-spouse;United-States;White;Some-college;40;7298;Private
26494;31;Male;Married-civ-spouse;South;Asian-Pac-Islander;Masters;6;0;Private
26495;39;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26496;26;Male;Never-married;Mexico;White;11th;30;0;Private
26497;25;Male;Married-civ-spouse;United-States;White;Bachelors;35;0;Private
26498;61;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Federal-gov
26499;49;Female;Divorced;United-States;White;HS-grad;40;0;Private
26500;53;Female;Never-married;Mexico;White;Bachelors;45;0;Private
26501;52;Male;Married-civ-spouse;El-Salvador;White;Preschool;40;0;Private
26502;52;Male;Married-civ-spouse;United-States;White;HS-grad;55;0;Private
26504;50;Male;Divorced;United-States;Black;HS-grad;40;0;Private
26505;29;Female;Never-married;United-States;White;Bachelors;35;13550;Private
26506;76;Male;Widowed;United-States;White;7th-8th;30;0;Private
26507;19;Female;Never-married;United-States;White;HS-grad;15;0;Private
26508;25;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26509;45;Female;Divorced;United-States;White;HS-grad;40;0;Private
26510;34;Female;Divorced;United-States;White;Assoc-acdm;35;0;Private
26511;20;Female;Never-married;United-States;White;Some-college;16;0;Private
26514;27;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26515;41;Male;Married-civ-spouse;United-States;White;Some-college;40;2829;Private
26516;43;Male;Married-civ-spouse;Nicaragua;White;HS-grad;60;0;Private
26517;23;Female;Never-married;United-States;White;HS-grad;40;0;Private
26518;37;Female;Divorced;United-States;Black;Some-college;40;0;Federal-gov
26519;31;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
26520;33;Male;Married-civ-spouse;United-States;White;Some-college;4;0;State-gov
26521;28;Male;Never-married;United-States;White;Assoc-acdm;20;0;Private
26523;35;Female;Divorced;United-States;White;Some-college;40;0;Private
26524;41;Male;Married-civ-spouse;United-States;White;Assoc-acdm;75;0;Private
26525;17;Female;Never-married;United-States;White;11th;12;0;Private
26526;41;Female;Married-civ-spouse;United-States;Black;Bachelors;40;0;Local-gov
26527;44;Male;Divorced;United-States;White;Assoc-voc;45;0;Private
26528;47;Male;Married-civ-spouse;Mexico;White;7th-8th;40;0;Private
26529;24;Male;Never-married;United-States;Black;HS-grad;40;0;Private
26530;38;Female;Divorced;United-States;White;Assoc-voc;40;0;Self-emp-not-inc
26531;34;Male;Married-civ-spouse;Jamaica;Black;Some-college;52;0;Private
26532;62;Female;Divorced;United-States;Black;HS-grad;35;0;Local-gov
26533;27;Male;Married-civ-spouse;United-States;White;HS-grad;38;0;Local-gov
26534;59;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26535;35;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
26536;38;Female;Separated;United-States;Black;HS-grad;32;0;Private
26537;28;Female;Never-married;United-States;White;Some-college;50;0;Private
26538;28;Female;Never-married;United-States;White;HS-grad;38;0;Private
26539;59;Male;Married-civ-spouse;United-States;White;9th;40;0;State-gov
26540;42;Female;Separated;United-States;White;Some-college;40;0;Private
26541;54;Female;Never-married;United-States;White;Masters;32;0;Local-gov
26542;39;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
26543;41;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
26544;43;Female;Divorced;Germany;White;Bachelors;40;0;Private
26545;32;Male;Married-civ-spouse;Iran;Asian-Pac-Islander;Bachelors;50;0;Self-emp-inc
26546;62;Female;Separated;United-States;White;Some-college;33;0;Private
26547;58;Female;Divorced;United-States;White;HS-grad;40;0;Private
26548;43;Male;Divorced;United-States;White;HS-grad;40;0;Private
26550;31;Female;Divorced;United-States;White;HS-grad;40;0;Private
26551;51;Female;Married-civ-spouse;United-States;White;Masters;70;0;Local-gov
26552;54;Female;Never-married;United-States;Black;Bachelors;36;0;Private
26553;20;Male;Never-married;United-States;White;Some-college;70;0;Private
26554;35;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26555;22;Female;Never-married;United-States;White;HS-grad;36;0;Private
26556;38;Male;Divorced;United-States;White;Bachelors;60;6849;Private
26557;42;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26558;44;Male;Married-civ-spouse;United-States;White;Masters;40;0;State-gov
26559;28;Male;Married-civ-spouse;United-States;White;HS-grad;70;0;Self-emp-not-inc
26560;74;Male;Married-civ-spouse;United-States;White;Some-college;35;0;Self-emp-inc
26561;34;Female;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
26562;50;Male;Married-civ-spouse;United-States;White;HS-grad;52;0;State-gov
26563;50;Female;Widowed;United-States;White;Assoc-voc;40;0;Private
26564;43;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26565;29;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
26567;61;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
26568;21;Female;Never-married;Vietnam;Asian-Pac-Islander;Some-college;40;0;Private
26570;47;Male;Married-civ-spouse;Iran;White;Doctorate;40;0;Private
26571;39;Female;Divorced;United-States;White;Assoc-acdm;40;0;Private
26572;33;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26573;22;Female;Never-married;United-States;Black;HS-grad;37;0;Private
26574;38;Female;Divorced;United-States;Black;Some-college;40;0;Private
26575;45;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26576;42;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
26577;35;Male;Never-married;Germany;White;Some-college;45;0;Private
26578;21;Female;Never-married;United-States;White;HS-grad;40;0;Private
26579;49;Female;Divorced;United-States;Black;Assoc-voc;44;0;State-gov
26580;50;Female;Separated;United-States;Other;Bachelors;40;0;Private
26581;36;Female;Married-civ-spouse;United-States;White;Doctorate;36;0;State-gov
26582;20;Male;Never-married;United-States;White;HS-grad;20;0;Private
26583;49;Female;Separated;United-States;Black;HS-grad;40;0;Private
26584;40;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;State-gov
26585;22;Female;Divorced;United-States;White;Some-college;40;0;Private
26587;67;Female;Widowed;United-States;White;11th;20;0;Private
26588;21;Female;Never-married;United-States;Other;Some-college;40;0;Private
26589;60;Male;Married-civ-spouse;United-States;Amer-Indian-Eskimo;HS-grad;50;0;Self-emp-not-inc
26590;17;Female;Never-married;United-States;White;11th;12;0;Private
26591;43;Female;Married-civ-spouse;United-States;White;Masters;32;15024;Private
26592;49;Male;Married-civ-spouse;United-States;White;Bachelors;45;0;State-gov
26593;41;Female;Separated;United-States;Black;Bachelors;60;99999;Private
26594;38;Male;Divorced;United-States;White;Some-college;40;0;Private
26595;38;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26596;35;Male;Married-civ-spouse;United-States;White;Assoc-acdm;99;0;Private
26597;40;Male;Never-married;United-States;White;Some-college;40;0;Private
26600;40;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Private
26601;46;Female;Divorced;United-States;White;HS-grad;40;0;State-gov
26602;25;Female;Married-spouse-absent;United-States;White;Some-college;22;0;Private
26603;36;Male;Married-civ-spouse;United-States;Black;HS-grad;40;5178;Private
26604;24;Male;Never-married;United-States;White;Assoc-acdm;48;0;Private
26605;62;Male;Married-civ-spouse;United-States;White;HS-grad;48;0;Private
26606;54;Male;Married-civ-spouse;China;Asian-Pac-Islander;Preschool;40;0;Private
26607;23;Female;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
26608;60;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26609;18;Female;Never-married;United-States;White;HS-grad;8;0;Self-emp-inc
26610;41;Female;Married-civ-spouse;United-States;Black;Some-college;40;0;Local-gov
26611;45;Female;Never-married;United-States;White;Masters;40;0;Local-gov
26612;62;Female;Widowed;United-States;Black;Assoc-voc;40;0;State-gov
26613;28;Female;Married-spouse-absent;United-States;Black;Bachelors;40;0;Private
26614;36;Male;Married-civ-spouse;Yugoslavia;White;Some-college;60;0;Self-emp-inc
26615;31;Male;Never-married;United-States;White;HS-grad;40;0;Private
26617;33;Male;Separated;United-States;White;HS-grad;50;0;Self-emp-not-inc
26618;62;Male;Married-civ-spouse;United-States;White;Prof-school;16;0;Self-emp-not-inc
26619;27;Female;Married-civ-spouse;United-States;White;7th-8th;40;0;Private
26620;42;Female;Divorced;United-States;Black;Assoc-voc;40;0;Federal-gov
26621;55;Male;Never-married;United-States;Black;9th;37;0;Private
26622;41;Female;Never-married;United-States;White;HS-grad;50;0;Private
26623;26;Male;Married-civ-spouse;United-States;White;Some-college;50;4064;Private
26624;45;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26625;67;Male;Widowed;United-States;White;HS-grad;65;0;Self-emp-not-inc
26626;25;Male;Married-civ-spouse;United-States;White;Assoc-voc;45;0;Private
26627;30;Male;Married-civ-spouse;United-States;White;HS-grad;48;0;Self-emp-inc
26628;22;Male;Never-married;United-States;White;Bachelors;40;0;Private
26629;19;Male;Never-married;United-States;White;Some-college;20;0;Private
26630;26;Female;Never-married;United-States;White;Bachelors;45;0;Private
26631;61;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
26632;32;Female;Never-married;United-States;White;Prof-school;50;13550;Private
26633;43;Female;Divorced;United-States;White;HS-grad;40;0;Private
26634;53;Female;Divorced;United-States;White;HS-grad;20;0;Private
26635;53;Male;Divorced;United-States;White;Some-college;45;0;Federal-gov
26636;42;Male;Divorced;United-States;White;12th;10;0;Self-emp-inc
26637;36;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26638;55;Male;Married-civ-spouse;United-States;White;Bachelors;99;0;Self-emp-not-inc
26639;35;Male;Married-civ-spouse;United-States;White;Bachelors;40;7298;Federal-gov
26640;17;Female;Never-married;United-States;White;11th;16;0;Private
26641;55;Female;Divorced;United-States;White;Prof-school;35;0;Self-emp-not-inc
26642;36;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26643;40;Female;Married-civ-spouse;United-States;White;Masters;40;0;Local-gov
26644;54;Female;Divorced;United-States;Black;10th;10;0;Self-emp-not-inc
26645;45;Male;Divorced;United-States;White;Bachelors;45;0;Self-emp-not-inc
26646;48;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26647;40;Male;Never-married;United-States;White;Prof-school;60;0;Local-gov
26648;31;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
26649;26;Male;Never-married;Taiwan;Asian-Pac-Islander;Bachelors;40;0;Private
26650;34;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26651;19;Female;Never-married;Puerto-Rico;Other;HS-grad;25;0;Private
26652;31;Male;Married-civ-spouse;United-States;White;Assoc-acdm;40;0;Federal-gov
26653;34;Female;Never-married;United-States;White;HS-grad;30;0;Private
26654;55;Male;Married-civ-spouse;United-States;White;Masters;55;0;Local-gov
26655;38;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26656;21;Male;Never-married;Mexico;White;HS-grad;20;0;Private
26657;27;Male;Married-civ-spouse;United-States;White;7th-8th;40;0;Private
26658;35;Male;Separated;United-States;Black;HS-grad;40;0;Private
26659;20;Female;Never-married;United-States;Other;Some-college;20;0;Private
26660;24;Female;Never-married;United-States;White;Assoc-voc;38;0;Self-emp-not-inc
26662;18;Male;Never-married;United-States;White;11th;4;0;Federal-gov
26663;28;Female;Married-spouse-absent;United-States;White;Some-college;40;0;Local-gov
26664;36;Female;Divorced;United-States;White;HS-grad;40;0;Private
26665;66;Male;Married-civ-spouse;United-States;White;Some-college;20;0;Private
26666;19;Female;Never-married;United-States;White;Some-college;15;0;Private
26667;59;Female;Married-civ-spouse;United-States;White;10th;36;0;Self-emp-not-inc
26668;33;Male;Married-civ-spouse;United-States;White;HS-grad;46;0;Private
26669;28;Male;Separated;Mexico;White;7th-8th;40;0;Private
26670;34;Male;Never-married;United-States;White;Bachelors;40;0;Private
26671;41;Female;Divorced;United-States;White;Some-college;55;0;Private
26672;30;Male;Married-civ-spouse;United-States;White;11th;45;0;Private
26673;59;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26674;42;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Private
26675;47;Female;Separated;United-States;Black;HS-grad;38;14084;Private
26676;29;Female;Married-spouse-absent;Mexico;White;10th;40;0;Private
26677;60;Male;Married-spouse-absent;United-States;White;Some-college;50;0;Private
26678;53;Male;Married-civ-spouse;United-States;White;HS-grad;35;5013;Local-gov
26679;41;Male;Married-civ-spouse;United-States;White;7th-8th;60;0;Private
26680;32;Female;Divorced;United-States;White;Some-college;30;0;Private
26682;20;Female;Never-married;United-States;White;HS-grad;30;0;Private
26683;49;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
26684;36;Male;Never-married;United-States;White;Bachelors;40;0;Local-gov
26685;33;Female;Divorced;United-States;White;Some-college;45;0;State-gov
26686;25;Female;Never-married;United-States;Asian-Pac-Islander;Some-college;34;0;Private
26689;40;Male;Married-civ-spouse;United-States;White;Assoc-acdm;40;0;Local-gov
26690;48;Male;Married-civ-spouse;United-States;White;HS-grad;44;0;Private
26691;51;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Private
26692;22;Male;Never-married;Jamaica;Black;Assoc-acdm;20;0;Private
26693;34;Male;Married-civ-spouse;United-States;Black;Some-college;50;0;Private
26694;22;Female;Married-civ-spouse;United-States;White;10th;40;0;Private
26695;34;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-inc
26696;56;Male;Divorced;United-States;White;HS-grad;40;0;Private
26697;49;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26698;36;Female;Never-married;United-States;White;Bachelors;40;0;Private
26699;18;Female;Never-married;United-States;White;Some-college;20;0;Private
26700;26;Male;Never-married;United-States;White;HS-grad;50;0;Self-emp-not-inc
26701;48;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
26702;35;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
26703;29;Male;Never-married;United-States;White;HS-grad;40;0;Private
26704;47;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26705;21;Female;Married-civ-spouse;United-States;White;Assoc-voc;12;0;Private
26706;28;Female;Never-married;United-States;White;Some-college;50;0;Private
26707;53;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26708;65;Female;Divorced;United-States;White;HS-grad;40;0;Federal-gov
26709;26;Female;Married-spouse-absent;United-States;White;Some-college;40;0;Private
26710;50;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
26711;26;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
26712;70;Male;Married-civ-spouse;United-States;White;HS-grad;20;0;Private
26713;55;Male;Divorced;United-States;White;Some-college;40;0;Private
26714;27;Male;Never-married;United-States;White;Bachelors;35;0;Federal-gov
26715;31;Male;Married-civ-spouse;Cuba;White;Some-college;40;0;Private
26716;43;Male;Married-civ-spouse;United-States;White;Bachelors;55;0;Private
26717;24;Male;Married-civ-spouse;United-States;White;11th;40;0;Private
26718;22;Female;Never-married;Mexico;White;7th-8th;40;0;Private
26719;26;Female;Never-married;United-States;Black;HS-grad;40;0;Private
26720;23;Female;Never-married;United-States;White;10th;40;0;Private
26721;41;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Self-emp-not-inc
26722;52;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
26723;41;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
26724;59;Male;Married-civ-spouse;United-States;White;10th;40;0;Self-emp-not-inc
26725;56;Female;Married-civ-spouse;United-States;White;Some-college;50;0;Self-emp-not-inc
26726;58;Male;Divorced;United-States;White;HS-grad;48;14344;Private
26727;65;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
26728;24;Male;Never-married;United-States;Asian-Pac-Islander;Bachelors;40;0;Local-gov
26729;51;Male;Married-civ-spouse;United-States;White;Assoc-acdm;45;5178;Private
26730;31;Male;Married-civ-spouse;United-States;White;Some-college;45;0;Private
26731;84;Female;Widowed;United-States;White;HS-grad;16;0;Private
26732;51;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26733;24;Male;Never-married;United-States;White;Bachelors;50;0;Local-gov
26734;30;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
26735;22;Male;Never-married;Mexico;White;10th;40;0;Private
26736;30;Male;Never-married;Ireland;White;Masters;40;0;Private
26737;47;Female;Divorced;United-States;White;Some-college;40;0;Private
26738;19;Female;Never-married;United-States;White;HS-grad;35;0;Private
26739;43;Female;Divorced;United-States;White;Some-college;36;0;Self-emp-not-inc
26740;30;Female;Never-married;United-States;White;Bachelors;50;0;Private
26741;46;Female;Divorced;United-States;White;Masters;45;0;Private
26742;49;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Local-gov
26743;37;Female;Never-married;Mexico;White;5th-6th;40;0;Private
26744;42;Male;Never-married;United-States;White;Masters;40;0;Private
26745;57;Male;Married-civ-spouse;United-States;White;Some-college;50;5013;Private
26746;46;Female;Never-married;United-States;White;Assoc-acdm;40;0;Private
26747;23;Female;Never-married;United-States;White;Some-college;20;0;Private
26748;26;Male;Married-civ-spouse;United-States;White;Bachelors;58;0;Private
26749;64;Female;Never-married;United-States;White;Masters;8;0;Private
26750;20;Female;Never-married;Germany;White;HS-grad;40;0;Private
26751;31;Male;Divorced;United-States;White;HS-grad;40;0;Private
26752;38;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
26753;44;Male;Divorced;United-States;White;Some-college;40;0;Private
26754;42;Male;Married-civ-spouse;United-States;Asian-Pac-Islander;Assoc-voc;40;2885;Self-emp-not-inc
26755;23;Male;Never-married;United-States;White;Bachelors;40;0;Private
26756;31;Male;Married-civ-spouse;United-States;White;Masters;90;0;Local-gov
26757;35;Male;Married-civ-spouse;United-States;White;11th;36;0;Self-emp-not-inc
26758;30;Male;Divorced;United-States;White;Some-college;35;0;Self-emp-not-inc
26759;35;Male;Divorced;United-States;White;HS-grad;20;0;Private
26760;40;Female;Married-spouse-absent;United-States;White;HS-grad;38;0;Private
26761;18;Female;Never-married;United-States;White;11th;20;0;Private
26763;63;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
26764;20;Male;Never-married;United-States;White;HS-grad;40;0;State-gov
26765;50;Male;Married-civ-spouse;United-States;White;Masters;60;0;Local-gov
26766;49;Male;Married-civ-spouse;United-States;White;Masters;45;0;Private
26767;53;Male;Married-civ-spouse;United-States;White;10th;40;0;Self-emp-not-inc
26768;34;Female;Separated;United-States;White;HS-grad;40;0;Private
26769;54;Male;Divorced;United-States;White;HS-grad;56;0;Private
26770;40;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26771;22;Female;Never-married;United-States;White;Bachelors;40;0;Private
26772;28;Male;Never-married;Mexico;White;10th;35;0;Private
26773;24;Male;Never-married;El-Salvador;White;HS-grad;40;0;Private
26774;37;Female;Never-married;El-Salvador;White;1st-4th;48;0;Private
26775;62;Female;Married-civ-spouse;United-States;White;HS-grad;16;0;Private
26777;51;Female;Widowed;United-States;Asian-Pac-Islander;Assoc-voc;40;0;Private
26778;65;Female;Widowed;United-States;White;Some-college;40;2346;Private
26779;31;Female;Never-married;United-States;White;HS-grad;8;0;Private
26780;42;Male;Divorced;United-States;White;Some-college;90;0;Self-emp-inc
26781;42;Female;Married-civ-spouse;United-States;Black;HS-grad;35;0;Private
26782;54;Male;Married-civ-spouse;Cuba;White;Assoc-acdm;40;0;Private
26783;23;Female;Never-married;United-States;White;Bachelors;60;0;Private
26784;28;Female;Never-married;United-States;White;HS-grad;46;0;Private
26785;42;Male;Divorced;United-States;White;11th;40;0;Private
26786;30;Male;Never-married;United-States;Black;HS-grad;40;0;Private
26787;33;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Federal-gov
26788;33;Female;Divorced;United-States;White;HS-grad;40;0;Private
26789;39;Male;Divorced;United-States;White;HS-grad;40;2977;Private
26790;27;Male;Married-civ-spouse;United-States;White;11th;40;0;Private
26792;62;Male;Married-civ-spouse;Philippines;Asian-Pac-Islander;5th-6th;40;0;Private
26793;17;Male;Never-married;United-States;White;10th;30;0;Private
26794;58;Female;Divorced;United-States;Black;Some-college;55;0;Private
26795;69;Male;Married-civ-spouse;United-States;White;Masters;40;6514;Self-emp-inc
26796;34;Male;Married-civ-spouse;United-States;White;Bachelors;42;0;Private
26797;34;Male;Separated;United-States;White;Bachelors;50;0;Private
26798;20;Male;Never-married;United-States;White;HS-grad;35;0;Private
26799;64;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Federal-gov
26801;41;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26802;40;Male;Married-civ-spouse;El-Salvador;White;7th-8th;40;0;Private
26803;53;Male;Married-civ-spouse;United-States;White;Masters;38;0;Local-gov
26804;44;Male;Never-married;United-States;White;Doctorate;45;0;Private
26805;37;Female;Never-married;Mexico;White;5th-6th;40;0;Private
26806;46;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Private
26807;17;Male;Never-married;United-States;White;9th;20;0;Private
26808;35;Male;Divorced;United-States;White;HS-grad;40;0;Private
26809;36;Female;Separated;United-States;White;Assoc-acdm;40;0;Local-gov
26810;49;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;State-gov
26811;48;Female;Divorced;United-States;White;Prof-school;25;0;Private
26812;26;Male;Never-married;United-States;White;Bachelors;40;0;Private
26813;26;Female;Never-married;United-States;White;Assoc-acdm;8;0;Private
26814;35;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;State-gov
26815;29;Male;Never-married;United-States;White;9th;40;0;Private
26816;54;Male;Married-civ-spouse;United-States;White;Some-college;50;7298;Private
26817;36;Male;Separated;United-States;Black;Some-college;40;0;Local-gov
26818;25;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
26819;18;Male;Never-married;United-States;White;10th;25;0;Local-gov
26820;21;Female;Never-married;United-States;Black;Some-college;20;0;Private
26821;22;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
26822;52;Male;Married-civ-spouse;El-Salvador;White;HS-grad;45;0;Private
26823;36;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Self-emp-not-inc
26824;25;Female;Never-married;United-States;White;Bachelors;60;0;Private
26825;49;Male;Never-married;United-States;White;Doctorate;70;99999;Self-emp-not-inc
26826;42;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Private
26827;37;Male;Married-civ-spouse;United-States;White;Assoc-voc;54;0;Private
26828;39;Male;Never-married;United-States;White;Assoc-acdm;40;0;Private
26829;32;Male;Never-married;United-States;White;Bachelors;40;0;Private
26830;53;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26831;30;Male;Married-civ-spouse;United-States;White;11th;40;0;Private
26832;51;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26833;62;Female;Divorced;United-States;Black;Assoc-voc;40;0;Local-gov
26834;38;Male;Married-civ-spouse;Mexico;White;5th-6th;40;0;Private
26835;23;Male;Never-married;United-States;White;Bachelors;40;0;Private
26836;39;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26837;37;Male;Never-married;United-States;White;Some-college;40;0;Federal-gov
26839;41;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
26840;47;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Self-emp-not-inc
26841;25;Female;Married-civ-spouse;United-States;Black;Some-college;40;0;Private
26842;35;Female;Divorced;United-States;White;Assoc-acdm;50;0;Private
26843;47;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
26844;30;Male;Never-married;Puerto-Rico;White;HS-grad;40;0;Private
26845;29;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
26846;36;Female;Married-civ-spouse;United-States;White;Assoc-voc;50;0;Private
26847;42;Male;Married-spouse-absent;United-States;White;Bachelors;60;0;Private
26848;51;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
26849;34;Male;Divorced;United-States;White;HS-grad;40;0;Private
26850;44;Male;Divorced;Portugal;White;HS-grad;60;0;Self-emp-inc
26851;27;Male;Never-married;United-States;White;Bachelors;41;0;Private
26852;39;Male;Separated;United-States;Black;HS-grad;40;0;Private
26853;46;Male;Divorced;United-States;White;HS-grad;40;0;Private
26854;32;Male;Divorced;United-States;White;HS-grad;62;0;Self-emp-not-inc
26855;31;Female;Never-married;United-States;Black;Bachelors;50;0;Private
26856;23;Male;Never-married;United-States;White;11th;35;0;Private
26857;47;Male;Married-civ-spouse;United-States;White;Masters;55;15024;Private
26858;66;Male;Married-civ-spouse;United-States;White;Bachelors;99;0;Private
26859;26;Male;Never-married;United-States;White;HS-grad;40;0;Private
26860;52;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26861;53;Female;Widowed;United-States;White;11th;30;0;Self-emp-inc
26862;48;Male;Married-civ-spouse;Japan;Asian-Pac-Islander;Bachelors;40;0;Self-emp-not-inc
26863;37;Male;Separated;United-States;White;Assoc-acdm;50;0;Self-emp-inc
26864;17;Female;Never-married;United-States;White;11th;5;0;Private
26865;50;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
26867;17;Female;Never-married;United-States;Black;11th;40;0;Federal-gov
26868;39;Male;Divorced;United-States;Black;Some-college;40;0;Private
26869;28;Female;Never-married;United-States;Black;Bachelors;40;0;Federal-gov
26870;38;Male;Divorced;United-States;White;Assoc-acdm;40;0;Private
26871;53;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
26872;28;Male;Divorced;United-States;White;Bachelors;40;0;Local-gov
26873;42;Male;Married-civ-spouse;United-States;White;Some-college;32;15024;Private
26874;40;Male;Never-married;United-States;White;9th;45;0;Private
26875;20;Male;Never-married;United-States;White;Some-college;40;0;Private
26876;32;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;State-gov
26877;23;Male;Never-married;United-States;White;Bachelors;40;0;State-gov
26878;25;Male;Never-married;Vietnam;Asian-Pac-Islander;Bachelors;40;2174;Private
26879;41;Male;Married-civ-spouse;Taiwan;Asian-Pac-Islander;HS-grad;40;0;Private
26880;42;Male;Married-civ-spouse;United-States;White;Bachelors;40;7688;Private
26881;18;Male;Never-married;United-States;White;12th;14;594;Private
26882;29;Male;Married-civ-spouse;Germany;White;Bachelors;60;0;Local-gov
26883;36;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
26884;34;Male;Married-civ-spouse;United-States;White;10th;40;0;Private
26885;34;Male;Divorced;United-States;White;HS-grad;44;0;Private
26886;48;Male;Married-civ-spouse;United-States;White;Prof-school;50;15024;State-gov
26887;36;Male;Married-civ-spouse;United-States;White;Prof-school;80;0;Self-emp-inc
26888;67;Male;Widowed;United-States;White;HS-grad;40;0;Federal-gov
26889;53;Male;Married-civ-spouse;United-States;White;HS-grad;40;7298;Private
26890;53;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Self-emp-not-inc
26891;45;Male;Divorced;United-States;White;Doctorate;45;0;Private
26892;22;Female;Separated;United-States;White;10th;35;0;Private
26893;25;Male;Married-civ-spouse;United-States;White;Bachelors;43;0;Private
26894;61;Female;Divorced;United-States;White;Some-college;40;0;Private
26895;31;Female;Never-married;United-States;Black;Some-college;40;0;Local-gov
